img_id,glcm_contrast_mean,glcm_contrast_std,glcm_contrast_min,glcm_contrast_max,glcm_contrast_dist_1,glcm_contrast_dist_2,glcm_contrast_dist_3,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_dissimilarity_min,glcm_dissimilarity_max,glcm_dissimilarity_dist_1,glcm_dissimilarity_dist_2,glcm_dissimilarity_dist_3,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_homogeneity_min,glcm_homogeneity_max,glcm_homogeneity_dist_1,glcm_homogeneity_dist_2,glcm_homogeneity_dist_3,glcm_energy_mean,glcm_energy_std,glcm_energy_min,glcm_energy_max,glcm_energy_dist_1,glcm_energy_dist_2,glcm_energy_dist_3,glcm_correlation_mean,glcm_correlation_std,glcm_correlation_min,glcm_correlation_max,glcm_correlation_dist_1,glcm_correlation_dist_2,glcm_correlation_dist_3,glcm_ASM_mean,glcm_ASM_std,glcm_ASM_min,glcm_ASM_max,glcm_ASM_dist_1,glcm_ASM_dist_2,glcm_ASM_dist_3,lbp_hist_0,lbp_hist_1,lbp_hist_2,lbp_hist_3,lbp_hist_4,lbp_hist_5,lbp_hist_6,lbp_hist_7,lbp_hist_8,lbp_hist_9,lbp_hist_10,lbp_hist_11,lbp_hist_12,lbp_hist_13,lbp_hist_14,lbp_hist_15,lbp_hist_16,lbp_hist_17,lbp_hist_18,lbp_hist_19,lbp_hist_20,lbp_hist_21,lbp_hist_22,lbp_hist_23,lbp_hist_24,lbp_hist_25,lbp_mean,lbp_std,lbp_uniformity,lbp_entropy,gabor_f0.1_o0_mean,gabor_f0.1_o0_std,gabor_f0.1_o0_energy,gabor_f0.1_o45_mean,gabor_f0.1_o45_std,gabor_f0.1_o45_energy,gabor_f0.1_o90_mean,gabor_f0.1_o90_std,gabor_f0.1_o90_energy,gabor_f0.1_o135_mean,gabor_f0.1_o135_std,gabor_f0.1_o135_energy,gabor_f0.3_o0_mean,gabor_f0.3_o0_std,gabor_f0.3_o0_energy,gabor_f0.3_o45_mean,gabor_f0.3_o45_std,gabor_f0.3_o45_energy,gabor_f0.3_o90_mean,gabor_f0.3_o90_std,gabor_f0.3_o90_energy,gabor_f0.3_o135_mean,gabor_f0.3_o135_std,gabor_f0.3_o135_energy,gabor_f0.5_o0_mean,gabor_f0.5_o0_std,gabor_f0.5_o0_energy,gabor_f0.5_o45_mean,gabor_f0.5_o45_std,gabor_f0.5_o45_energy,gabor_f0.5_o90_mean,gabor_f0.5_o90_std,gabor_f0.5_o90_energy,gabor_f0.5_o135_mean,gabor_f0.5_o135_std,gabor_f0.5_o135_energy,edge_density_canny,edge_count_canny,sobel_mean,sobel_std,sobel_max,num_regions,total_area,mean_area,std_area,max_area,mean_perimeter,std_perimeter,mean_compactness,std_compactness,mean_eccentricity,std_eccentricity,mean_solidity,std_solidity,largest_region_area,largest_region_eccentricity,largest_region_solidity,num_circles_detected,strongest_circle_accumulator,mean_circle_radius,std_circle_radius,mean_intensity,std_intensity,median_intensity,min_intensity,max_intensity,range_intensity,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,iqr,skewness,kurtosis,entropy,energy,rms,local_variance_mean,local_variance_std,local_variance_max
data\CMMD\D1-0584\07-18-2011-NA-NA-29376\1.000000-NA-73150\1-1.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005520567602029814,0.003388073979585084,0.0034677933673400276,0.002770248724484275,0.002570950255096917,0.003328284438768877,0.003308354591830141,0.00302933673468784,0.003228635204075198,0.004005899234685893,0.004304846938766931,0.0061184630101918875,0.011758609693854116,0.014050542091808732,0.005121970663255098,0.004065688775502101,0.002570950255096917,0.0030094068877491043,0.002531090561219445,0.002551020408158181,0.0024513711734645022,0.0020527742346897865,0.002012914540812315,0.0018534757653024285,0.8584183673452279,0.04251036352032344,22.7454759247449,4.346629205248782,0.7392958657307928,1.142050250441095,0.0006316469,0.0021623552,0.23467906,0.0009813571,0.0035301128,0.62530303,0.0010431528,0.0037044587,0.6886332,0.0012505294,0.005476567,1.5049428,0.00028823953,0.001128552,0.06410784,0.00037271364,0.001599701,0.12849629,0.00037694006,0.0014786093,0.10990126,0.0004156777,0.0019125217,0.18362446,0.00032451228,0.0012354917,0.077717096,0.0002059852,0.00083040877,0.034905795,0.00042626762,0.0017252548,0.15047553,0.00021297914,0.0008622618,0.037611112,0.021902901785714284,1099,0.01000266,0.037076086,0.54409516,3,6079.0,2026.3333333333333,2797.347592909318,5982.0,258.2228714274745,221.83809511662423,0.167838449959748,0.15834617203469248,0.5579856227327699,0.39969414624424626,0.9546178512386704,0.03859687649119385,5982.0,0.9152225995718444,0.9581931763575204,0,0,0,0,0.038012788,0.11032781,0.0,0.0,0.8377682,0.8377682,0.0,0.0,0.0,0.0,0.19078025,0.27103746,0.0,3.406718,15.596438,1.5259655934064582,683.2565,0.116692744,0,0,0
data\CMMD\D1-0584\07-18-2011-NA-NA-29376\1.000000-NA-73150\1-2.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012017697704057681,0.005978954081620737,0.005141900510193834,0.00554049744896855,0.004583864795909232,0.003687021683666121,0.0036471619897886494,0.00416533801019578,0.004603794642847967,0.0046835140306029106,0.005361128826519928,0.0076729910714132795,0.01652184311221197,0.01277503188772964,0.006417410714272925,0.005321269132642456,0.004524075255093025,0.004384566326521874,0.00402582908162463,0.0036471619897886494,0.0041254783163183085,0.004284917091828195,0.00416533801019578,0.0038464604591760074,0.768574617345407,0.09030213647941186,22.216318558673468,5.283847700636381,0.5999371299417867,1.6272235845170868,0.0013282883,0.003786179,0.71939826,0.00078909675,0.0024416025,0.29916397,0.0010721376,0.003420058,0.5870162,0.0010813297,0.004100726,0.8438013,0.00051904406,0.0016814606,0.14221755,0.0004449986,0.0013675272,0.09400067,0.0005187035,0.0016285921,0.13343686,0.00045559133,0.0017509094,0.15398735,0.00052685704,0.0016222249,0.1340186,0.00027579878,0.00082475523,0.03466689,0.0005829427,0.001825193,0.16912752,0.00026529792,0.0008702735,0.038537063,0.027861926020408163,1398,0.0113807,0.03356166,0.6688651,1,10843.0,10843.0,0.0,10843.0,954.1269837220809,0.0,0.14967420675118204,0.0,0.9003920403921162,0.0,0.825881636072816,0.0,10843.0,0.9003920403921162,0.825881636072816,0,0,0,0,0.050330006,0.10771518,0.0,0.0,0.8971404,0.8971404,0.0,0.0,0.0,0.0,0.19302604,0.29441702,0.0,2.5685647,10.701341,2.2768483903715637,709.2714,0.11889353,0,0,0
data\CMMD\D1-0579\07-18-2011-NA-NA-85713\1.000000-NA-63915\1-1.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007433832908148449,0.004005899234685893,0.0038066007652985357,0.003388073979585084,0.0035275829081562347,0.0028101084183617463,0.003128985969381519,0.003348214285707613,0.0036670918367273852,0.0032684948979526695,0.004663584183664175,0.006377551020395453,0.010821906887733533,0.013711734693850224,0.005082110969377627,0.003926179846930951,0.003308354591830141,0.003109056122442783,0.0023317920918320876,0.0021524234693834654,0.002750318877545539,0.0033681441326463483,0.0033681441326463483,0.0022321428571384083,0.8393853635187353,0.055026307397849514,22.666593590561224,4.552265753319903,0.7082331409926585,1.2471370063587843,0.0006911886,0.002223886,0.24822968,0.0009307268,0.0028850066,0.4176562,0.0010467757,0.003461544,0.60129905,0.0011198159,0.0038284273,0.7354506,0.0003136252,0.0010740864,0.058114488,0.00041053453,0.0014889406,0.11134323,0.0004251216,0.001585768,0.12640393,0.0004480419,0.0020068104,0.20217907,0.00035403136,0.0011983403,0.073326014,0.00023065596,0.0008107897,0.033329733,0.00044619056,0.0016275882,0.13419068,0.00022735407,0.0008892987,0.040026836,0.03037308673469388,1524,0.010001218,0.032733098,0.5434532,16,5623.0,351.4375,1331.0151656137318,5506.0,143.60581830211652,328.6743869986729,2.817813169398868,4.0457463858900065,0.6690827134631769,0.40904374159954937,0.9246883430924993,0.12408593708934808,5506.0,0.9150898420486208,0.7677077523703291,0,0,0,0,0.04039845,0.10796675,0.0,0.0,0.76384205,0.76384205,0.0,0.0,0.0,0.0,0.17511624,0.30980024,0.0,2.9418821,11.458406,1.7118105235325165,666.7816,0.1152773,0,0,0
data\CMMD\D1-0579\07-18-2011-NA-NA-85713\1.000000-NA-63915\1-2.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011160714285692042,0.005660076530600964,0.006417410714272925,0.005420918367336135,0.004803093112235326,0.0044044961734606095,0.00402582908162463,0.0036471619897886494,0.004504145408154288,0.004603794642847967,0.0059590242346820015,0.008888711734676162,0.013253348214259301,0.017358896683638873,0.007154815051006148,0.0061184630101918875,0.004982461734683948,0.004424426020399346,0.004065688775502101,0.0038265306122372716,0.0037667410714210645,0.004245057397950724,0.004324776785705666,0.0037866709183598,0.7684550382637746,0.08474170918350458,22.14616549744898,5.330424484801545,0.5988658839864822,1.6485032024741355,0.0010426677,0.0033123272,0.5505921,0.0009750608,0.0030806537,0.47622728,0.0012044729,0.0039203763,0.771258,0.0011105821,0.0033452334,0.5615271,0.0004402337,0.0015496318,0.12074822,0.00046468983,0.0015003592,0.1130701,0.0006235371,0.0021514865,0.232517,0.00046583393,0.0016316359,0.13369915,0.00043636325,0.0014319477,0.104319915,0.00025402775,0.00078456296,0.03127504,0.000608913,0.0020100318,0.20415783,0.00025675778,0.0008781106,0.03907837,0.03501674107142857,1757,0.01228592,0.03519436,0.47241327,19,4572.0,240.6315789473684,943.1579769736805,4240.0,88.14589821842952,198.82692001135973,518.6827273417114,1553.8490697579684,0.4526887296748841,0.44784973801659966,0.9044254149083867,0.11233097340746968,4240.0,0.79732631807241,0.7769836906725307,0,0,0,0,0.042908862,0.103038795,0.0,0.0,0.8034129,0.8034129,0.0,0.0,0.0,0.0,0.15651898,0.2861758,0.0,3.0379512,12.792914,2.3119470252573406,625.1008,0.11161615,0,0,0
data\CMMD\D1-0586\07-18-2011-NA-NA-62533\1.000000-NA-74566\1-1.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020946269132611314,0.0091876594387572,0.012794961734668377,0.00994499362242916,0.00823102678569788,0.008410395408146504,0.007932079081616845,0.0075733418367196,0.008211096938759146,0.009147799744879727,0.010582748724468705,0.015226403061194143,0.022700095663220066,0.025789221938724113,0.01159917091834423,0.009008290816308577,0.00719467474488362,0.007035235969373734,0.007294323979577299,0.007154815051006148,0.007374043367332242,0.008211096938759146,0.009506536989776972,0.008290816326514088,0.5800781249988439,0.16057477678539425,20.724649234693878,6.826072059549898,0.36569699879492196,2.5393962298081587,0.001904,0.0039223987,0.77296245,0.002936834,0.0063309893,2.0114675,0.0028812033,0.0059934612,1.803395,0.0024798342,0.005504198,1.5205401,0.0009440705,0.002027805,0.20931688,0.0012613705,0.0028271736,0.40243703,0.0015688505,0.003334768,0.56098455,0.001148771,0.002536927,0.32432318,0.0010799016,0.0021868239,0.25662923,0.0006881123,0.0014320341,0.10741739,0.0015482734,0.0031735923,0.5220346,0.0006653274,0.0013568862,0.09690641,0.07776626275510204,3902,0.030019157,0.0510669,0.43567675,38,15830.0,416.57894736842104,2511.436479613955,15693.0,193.01212109617165,612.7125210790701,11.474148152515411,24.23738460542754,0.3804149835475082,0.45632709306417607,0.9510891051719851,0.11639629969108542,15693.0,0.5708813881663101,0.7832010780056895,0,0,0,0,0.1462642,0.20270362,0.0,0.0,0.84550524,0.84550524,0.0,0.0,0.0,0.25755656,0.47096154,0.58382285,0.25755656,1.2306327,3.5232852,4.068725054538854,3135.0957,0.24996395,0,0,0
data\CMMD\D1-0586\07-18-2011-NA-NA-62533\1.000000-NA-74566\1-2.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027802136479536426,0.011160714285692042,0.013651945153034016,0.011260363520385721,0.009287308673450878,0.007832429846923165,0.008749202806105012,0.008390465561207767,0.008071588010187996,0.008888711734676162,0.009626116071409386,0.014588647959154597,0.025649713010152963,0.022839604591791216,0.010682397959162383,0.0094666772958995,0.008709343112227541,0.00819116709182041,0.008430325255085238,0.007792570153045694,0.009287308673450878,0.01012436224487778,0.010363520408142611,0.010443239795897554,0.5227798150499785,0.19593032525471155,20.44728555484694,7.164282279127987,0.3157055690741675,2.71833603614227,0.0026788232,0.0051899133,1.3528969,0.0023417352,0.004809527,1.1611719,0.0030305902,0.0063865744,2.0479915,0.0035048283,0.007014408,2.469269,0.0013140267,0.00264779,0.35597804,0.00115136,0.0022947774,0.26617908,0.001563993,0.003240142,0.5309783,0.0016111084,0.003188109,0.51193666,0.0013900651,0.002644962,0.37444723,0.00069531857,0.0012712455,0.08744211,0.001651835,0.0032153644,0.5421728,0.0008888322,0.0016701453,0.14631112,0.0911391900510204,4573,0.03363724,0.05317673,0.5799713,2,23819.0,11909.5,11765.5,23675.0,508.5223843109612,455.7944622496033,0.4853995741957089,0.16546561250458702,0.861080925555358,0.04220372125330474,0.9599505351929938,4.9464807006127653e-05,23675.0,0.8188772043020532,0.9599010703859877,0,0,0,0,0.17334421,0.19676737,2.521301e-07,0.0,0.8293185,0.8293185,0.0,0.0,0.0,0.33761838,0.45018947,0.51273537,0.33761838,0.6190771,2.102246,4.380814430048691,3450.3833,0.26223198,0,0,0
data\CMMD\D1-0590\07-18-2011-NA-NA-66036\1.000000-NA-89432\1-1.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023577008928524438,0.009865274234674216,0.01084183673467227,0.009765624999980536,0.009367028061205821,0.008071588010187996,0.00795200892855558,0.0076729910714132795,0.007473692602025921,0.00795200892855558,0.008490114795901447,0.01159917091834423,0.01897321428567647,0.02309869260199478,0.010782047193856063,0.00894850127549237,0.00781249999998443,0.008490114795901447,0.007513552295903393,0.008848852040798692,0.00805165816324926,0.009247448979573407,0.0094666772958995,0.007932079081616845,0.5901626275498442,0.1580436862241748,20.83071588010204,6.80028994478757,0.37639717378351106,2.4980935975342744,0.0020362444,0.004094929,0.8420112,0.0028013084,0.005627158,1.5890472,0.0035582476,0.007554129,2.8639245,0.002733182,0.0053687817,1.4465091,0.0010344812,0.0021757695,0.23945227,0.0014024518,0.0031785942,0.50784045,0.0018130754,0.0039583286,0.7880963,0.0013137475,0.0027932562,0.39237845,0.0010785575,0.00224945,0.26459104,0.00075935054,0.0016876904,0.14581962,0.0017785272,0.0037588056,0.7196169,0.00071660674,0.0015066001,0.116791435,0.09518494897959184,4776,0.03240226,0.05504077,0.7761441,4,18588.0,4647.0,8015.952313979918,18531.0,680.2004324255919,935.4255494290828,0.45771025992323616,0.2845444788241297,0.8474195502625327,0.09728078675294967,0.9181461677760376,0.0959009176533957,18531.0,0.7414195161672303,0.9069596711041503,0,0,0,0,0.11715145,0.15942465,0.0,0.0,0.91575575,0.91575575,0.0,0.0,0.0,0.23254669,0.35639524,0.43179592,0.23254669,1.1149907,3.3135371,3.840642099493847,1963.9227,0.19784003,0,0,0
data\CMMD\D1-0590\07-18-2011-NA-NA-66036\1.000000-NA-89432\1-2.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028938137755044367,0.010363520408142611,0.012256855867322511,0.011639030612221702,0.010024713010184103,0.009008290816308577,0.008529974489778918,0.009307238520389614,0.009127869897940993,0.01008450255100031,0.01122050382650825,0.013791454081605167,0.020009566326490733,0.022600446428526384,0.011619100765282966,0.008848852040798692,0.008390465561207767,0.007832429846923165,0.007374043367332242,0.008011798469371787,0.009207589285695934,0.009885204081612952,0.011459661989773079,0.010024713010184103,0.5243144132642612,0.19612962372409892,20.441844706632654,7.195551034948417,0.31723419421290777,2.714767038656344,0.0021477058,0.0042562312,0.9094908,0.0021416822,0.0042319656,0.89879,0.0027335607,0.0054923883,1.514153,0.0027330997,0.0052451994,1.3806818,0.0011521465,0.0024260858,0.29691875,0.00108395,0.002221984,0.24846491,0.0014562093,0.0029113635,0.42688182,0.0014686713,0.002989857,0.44927263,0.0011809993,0.0023988,0.29757318,0.00061577983,0.0012313484,0.07847527,0.0015171053,0.0030289565,0.46919194,0.00079056877,0.0015821486,0.128002,0.09028220663265306,4530,0.029075768,0.04556351,0.6457885,60,13729.0,228.81666666666666,1688.4886584523517,13198.0,79.17324730472798,402.84607254411367,4.761736637888322,14.886120666507807,0.666586026713506,0.3979163221155826,0.9139608404514064,0.1168676264675345,13198.0,0.8292029880629417,0.6821376886499897,0,0,0,0,0.106537335,0.14168769,1.881503e-08,0.0,0.78840137,0.78840137,0.0,0.0,0.0,0.18237405,0.31259423,0.3981567,0.18237405,1.4026723,4.545138,4.365152995800446,1576.8113,0.17727269,0,0,0
data\CMMD\D1-0587\07-18-2011-NA-NA-81454\1.000000-NA-53050\1-1.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005201690051010041,0.002570950255096917,0.002929687499994161,0.0022321428571384083,0.0023317920918320876,0.0026905293367293316,0.0025908801020356528,0.0027303890306068033,0.0023915816326482947,0.0030094068877491043,0.002849968112239218,0.004524075255093025,0.010423309948958818,0.011519451530589286,0.004324776785705666,0.0029695471938716326,0.0026905293367293316,0.002252072704077144,0.0018534757653024285,0.0018734056122411643,0.001534598214282656,0.0018734056122411643,0.0017538265306087494,0.0013950892857115052,0.8789859693860033,0.04049744897951112,22.976064253826532,3.98865941908214,0.7746728279816915,0.9899284058095863,0.00064836745,0.0025476844,0.32573956,0.0007839797,0.0029491282,0.43642178,0.00069945835,0.0028642965,0.41171613,0.0009847963,0.0043237004,0.9380327,0.0002906175,0.0011203665,0.06316999,0.00036374744,0.0014748247,0.10922539,0.00032912506,0.0013510016,0.09176952,0.00036051832,0.0016044467,0.12925269,0.00031286656,0.001202198,0.07356592,0.00019708026,0.00076569174,0.029701468,0.00037975438,0.0015392628,0.11993104,0.00018169072,0.00073276635,0.02722592,0.021504304846938774,1079,0.008469685,0.031911515,0.61149037,20,3094.0,154.7,589.4225224743284,2709.0,60.430970388562784,120.08076017983424,2.550797460894239,4.531137562095777,0.4412682011898609,0.4466538055871839,0.9301698833311123,0.13724891276220674,2709.0,0.844549544725009,0.6877380045696877,0,0,0,0,0.036657277,0.119554825,0.0,0.0,0.8519534,0.8519534,0.0,0.0,0.0,0.0,0.14556783,0.2920736,0.0,3.777508,17.605919,1.3695087794648315,784.60785,0.12504844,0,0,0
data\CMMD\D1-0587\07-18-2011-NA-NA-81454\1.000000-NA-53050\1-2.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011360012755079401,0.00554049744896855,0.006078603316314416,0.005640146683662229,0.004464285714276817,0.004563934948970496,0.004364636479583138,0.00416533801019578,0.004882812499990268,0.005719866071417171,0.006198182397946831,0.00908801020406352,0.016262755102008405,0.017199457908128987,0.008769132653043748,0.006138392857130624,0.004524075255093025,0.004723373724480382,0.0036471619897886494,0.00402582908162463,0.0037866709183598,0.004424426020399346,0.003886320153053479,0.0041254783163183085,0.7586694834168554,0.08775111607125369,22.062420280612244,5.4079740594751415,0.5845760788709543,1.7014628363567739,0.00091217476,0.0025863636,0.3356988,0.0010017738,0.0033153181,0.5515121,0.0009203111,0.0029703027,0.44274542,0.00089146005,0.0027431087,0.37759212,0.00041095988,0.0012843136,0.08293709,0.00046241222,0.0015576741,0.12182342,0.00052594044,0.0017891326,0.16078687,0.00039261978,0.0013070451,0.08580113,0.00044653314,0.0014270883,0.10315536,0.00026288797,0.00087304803,0.038506474,0.0005536997,0.0018530638,0.1732645,0.00022370767,0.0007259128,0.026703492,0.02947624362244898,1479,0.010626931,0.0292208,0.36426458,27,3385.0,125.37037037037037,550.0247232253492,2922.0,57.80073177448329,129.19532577193246,227.0617565523612,810.6809745031128,0.6213021705474601,0.4119485406704616,0.9136126067739936,0.14548937493273537,2922.0,0.862557769955973,0.7528987374388044,0,0,0,0,0.035235405,0.094826035,0.0,0.0,0.85393006,0.85393006,0.0,0.0,0.0,2.8187794e-09,0.118354306,0.22127268,2.8187794e-09,3.8484495,19.917107,2.329975484667072,513.4767,0.101160824,0,0,0
data\CMMD\D1-0597\07-18-2011-NA-NA-05787\1.000000-NA-56761\1-1.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005102040816316362,0.0029695471938716326,0.002929687499994161,0.0019531249999961075,0.0021324936224447295,0.001813616071424957,0.0021324936224447295,0.002491230867341974,0.0030891262755040473,0.0028101084183617463,0.004225127551011987,0.00629783163264051,0.01197783801018021,0.01283482142854585,0.004304846938766931,0.003706951530604857,0.0029097576530554255,0.0021324936224447295,0.0022321428571384083,0.001992984693873579,0.0018933354591799,0.001534598214282656,0.0017538265306087494,0.0014748086734664484,0.8787667410696772,0.03453842474482913,22.907824457908163,4.043126608233457,0.7739383128690237,1.0056633335361012,0.00068456563,0.0024444286,0.2998553,0.0009059543,0.0035747113,0.6411927,0.0009266062,0.004394768,0.96914047,0.0009477031,0.0036919632,0.68394434,0.0002614786,0.0010811231,0.058773834,0.00030337684,0.0014977369,0.11261436,0.00032222734,0.0015702938,0.123851866,0.00035322856,0.0017098259,0.14674853,0.0002790543,0.0011286446,0.06462236,0.00016305047,0.00070617686,0.02521358,0.00033261476,0.0014561297,0.10709511,0.00019244626,0.0008868355,0.03965381,0.0235172193877551,1180,0.008789385,0.03532428,0.8213311,8,3901.0,487.625,1277.6707261164747,3868.0,209.53784258493013,348.11616176020374,0.6178509504883957,0.8891433284977297,0.567464820636701,0.44424123028673157,0.8997450012142799,0.15192859387910446,3868.0,0.9089105598693018,0.6888691006233304,0,0,0,0,0.030098611,0.09639062,0.0,0.0,0.9508514,0.9508514,0.0,0.0,0.0,0.0,0.123082444,0.24859509,0.0,3.7098854,17.593575,1.3362159091907215,511.6486,0.10098058,0,0,0
data\CMMD\D1-0597\07-18-2011-NA-NA-05787\1.000000-NA-56761\1-2.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011658960459160437,0.004105548469379573,0.006377551020395453,0.005520567602029814,0.005022321428561419,0.004603794642847967,0.004264987244889459,0.005102040816316362,0.00544084821427487,0.006736288265292697,0.007154815051006148,0.009646045918348122,0.018674266581595437,0.017059948979557836,0.008370535714269031,0.005719866071417171,0.0053411989795811915,0.004743303571419118,0.004603794642847967,0.004643654336725439,0.004304846938766931,0.004264987244889459,0.0038265306122372716,0.003706951530604857,0.758769132651549,0.08033721301004397,21.969686702806122,5.465457998731761,0.5836199029965158,1.7259684917454874,0.0016047672,0.0043963734,0.9699513,0.0015275944,0.004958121,1.2335259,0.0012168355,0.0033186579,0.55275744,0.0009772156,0.0027241355,0.3724083,0.00050887745,0.0014486018,0.105727114,0.00047543287,0.0014359974,0.10366763,0.00056041224,0.0016654582,0.13961115,0.0005256413,0.0015278358,0.117328376,0.0005332709,0.0014737854,0.111410335,0.00028131178,0.00079095305,0.032047156,0.00061410834,0.0017687357,0.15939781,0.00029924887,0.0008380075,0.03589549,0.038384885204081634,1926,0.0140121775,0.035410173,0.46185684,17,8107.0,476.88235294117646,1877.8011196563652,7988.0,127.85077554195743,356.4523317429518,6.001530315891498,14.850973737030639,0.6693894436922802,0.38508685967605144,0.9287518539440862,0.11296608784081495,7988.0,0.9271737643920305,0.6705842847548691,0,0,0,0,0.055783737,0.11874536,0.0,0.0,0.8502062,0.8502062,0.0,0.0,0.0,3.2112868e-11,0.23528062,0.3078845,3.2112868e-11,2.477557,9.474903,2.4363757608766887,863.6437,0.1311956,0,0,0
data\CMMD\D1-0599\07-18-2011-NA-NA-97887\1.000000-NA-52352\1-1.dcm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01122050382650825,0.005261479591826249,0.005381058673458663,0.004264987244889459,0.0035475127550949706,0.003388073979585084,0.003388073979585084,0.00402582908162463,0.003886320153053479,0.0035674426020337064,0.005022321428561419,0.0066764987244764895,0.012216996173445039,0.015226403061194143,0.005500637755091078,0.0037667410714210645,0.0034877232142787634,0.00340800382652382,0.002869897959177954,0.003328284438768877,0.0032087053571364624,0.003507653061217499,0.0041254783163183085,0.0036670918367273852,0.7946229272943347,0.08143335459167443,22.421735491071427,5.027159683963773,0.6389287990686003,1.474835816442248,0.0009808631,0.0032165367,0.51923573,0.0012544082,0.003715325,0.6926682,0.0009842959,0.002930075,0.43088734,0.00088532123,0.002790444,0.39072654,0.00047404267,0.0015943779,0.12787887,0.000575655,0.0019784847,0.19656318,0.0005057338,0.0015886159,0.12695867,0.0004362726,0.0014272751,0.10236551,0.00049970124,0.001569764,0.1254771,0.00031034317,0.0009743054,0.04812926,0.000557139,0.0017219599,0.15061463,0.0002694412,0.0008476766,0.03655114,0.02955596301020408,1483,0.011814431,0.03415437,0.38799223,1,9842.0,9842.0,0.0,9842.0,531.0609665440988,0.0,0.43853520291897263,0.0,0.8660386429401212,0.0,0.9531280263412745,0.0,9842.0,0.8660386429401212,0.9531280263412745,0,0,0,0,0.048522737,0.11112325,0.0,0.0,0.9236032,0.9236032,0.0,0.0,0.0,0.0,0.20645119,0.2583761,0.0,2.92593,14.067684,2.032085318504996,737.72925,0.121255234,0,0,0
